MONETARY ASSETS/LIABILITIES,NET FOREIGN ASSETS,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on nonresidents,Liabilities to nonresidents,NET DOMESTIC ASSETS,DOMESTIC CLAIMS,NET CLAIMS ON GOVERNMENT,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on central government,Liabilities to central government,CLAIMS ON OTHER SECTORS,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on other financial corporations/1,Central Bank, Of which: AMCON Bond ,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on state and local government,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on public nonfinancial corporations,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on private sector,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,BROAD MONEY LIABILITIES,Currency outside depository corporations,   Currency  in  Circulation,   Vault  cash: Commercial & Merchant Banks,   Vault cash:  Non-Interest Banks,   Vault cash:  Primary Mortgage Banks,   Vault cash:  Micro-Finance Banks,Transferable deposits,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Other deposits,Central Bank,Of Which: Foreign Currency Deposit ,Commercial & Merchant Banks,Of Which: Foreign Currency Deposit ,Non-Interest Banks,Of Which: Foreign Currency Deposit ,Primary Mortgage Banks,Of Which: Foreign Currency Deposit ,Micro-Finance Banks,Of Which: Foreign Currency Deposit ,Securities other than shares,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,DEPOSITS EXCLUDED FROM BROAD MONEY,SECURITIES OTHER THAN SHARES EXCLUDED FROM BROAD MONEY,LOANS,FINANCIAL DERIVATIVES,INSURANCE TECHNICAL RESERVES,SHARES AND OTHER EQUITY,OTHER ITEMS (NET)
Jun-23,5751865.32,6853741.86,-1005211.53,53502.15,-3400.00,-146767.15,34924727.25,-29172861.92,59721894.70,86652991.79,32149003.27,24143999.14,7776011.11,195145.68,5441.87,28405.47,43970836.66,-11821833.39,54503988.52,14157377.94,38647669.63,348397.66,210970.58,1139572.71,11692156.17,9229422.48,5387767.22,2443004.71,950.49,6345.17,12433.33,3287159.67,1498354.09,1788805.58,0.00,0.00,0.00,4472792.92,3337598.36,1135194.55,0.00,0.00,0.00,35051879.77,92003.01,33280664.80,347447.17,204625.41,1127139.38,65473760.02,2263906.87,2603266.82,-319029.32,-9106.36,-2663.25,-8561.02,22615960.27,3872881.15,17861704.92,334489.08,41894.82,504990.30,40045169.77,1025397.99,831610.69,38131851.81,17695292.42,381552.80,57995.61,82800.13,0.00,423567.05,0.00,548723.11,547450.74,0.00,0.00,0.00,1272.37,763930.90,164649.70,2327273.54,875300.70,0.00,13284956.25,9514985.99
Jul-23,10241047.37,10428959.94,-186622.82,54681.83,-3400.00,-52571.58,36377605.30,-26136557.93,55088670.10,84082353.94,27621170.06,19252221.86,8126876.46,207347.61,5441.87,29282.28,40499275.44,-12878105.37,56461183.87,14482671.40,39646232.66,370240.68,210970.58,1751068.55,12581998.50,9533362.90,5387767.22,2531765.48,931.48,6345.17,509593.48,3878591.48,1502562.94,2376028.54,0.00,0.00,0.00,4471678.27,3338498.50,1133179.78,0.00,0.00,0.00,35528915.61,108247.06,33605258.86,369309.20,204625.41,1241475.08,65329717.47,2206635.60,2595761.69,-366503.10,-12661.93,-2663.25,-7297.82,22161382.11,3827276.98,17654127.41,349397.43,41894.82,288685.47,40951100.03,1027481.63,837764.24,38933229.40,17761485.20,414367.45,52437.61,82800.13,0.00,493221.42,0.00,10599.73,0.00,0.00,0.00,0.00,10599.73,1046205.35,175959.15,2689634.46,1037783.01,0.00,13179768.61,10864333.26
Aug-23,13935019.44,13837068.42,91777.70,65799.73,-600.00,-59026.40,42298388.39,-28363368.95,52256483.40,79455252.89,22507192.00,14055898.68,8213187.45,202617.49,4115.04,31373.35,41083395.18,-18576203.18,56948060.89,14793616.74,39777404.36,396430.15,161835.06,1818774.58,12221720.13,9607206.87,5387767.22,2572329.26,916.45,5609.78,35657.76,3865299.67,1512352.65,2352947.02,0.00,0.00,0.00,5114859.05,3540777.38,1574081.67,0.00,0.00,0.00,35746182.03,133279.83,33278046.40,395513.70,156225.27,1783116.82,66191502.84,2223690.38,2660138.92,-344858.30,-10693.65,-2119.56,-78777.02,22214912.80,3733509.08,17538868.80,374675.42,46111.95,521747.55,41200375.50,904924.61,721421.64,39031339.54,17395897.73,452039.98,52473.51,48739.35,0.00,763332.03,0.00,552524.16,541953.85,0.00,0.00,0.00,10570.31,1073386.48,175808.73,2523011.96,901155.07,0.00,12404949.55,10120457.70
Sep-23,12537895.82,13251687.87,-718318.62,66509.33,-3400.00,-58582.75,42114053.35,-29576157.53,54406643.55,81644797.92,22137450.47,13579069.03,8308056.47,214546.94,3102.69,32675.35,42618468.58,-20481018.11,59507347.45,16724712.54,40314866.81,417305.72,228598.68,1821863.70,12774431.70,9612520.30,5387767.22,2620329.59,909.33,6585.17,534087.32,3861735.69,1519768.46,2341967.23,0.00,0.00,0.00,6308527.45,5452506.91,856020.54,0.00,0.00,0.00,36562652.62,139916.88,34496549.44,416396.39,222013.52,1287776.39,66944539.37,2416033.51,2761291.98,-320234.58,-9434.51,-3157.55,-12431.83,22903983.43,3530073.76,18586617.05,366413.41,59201.89,361677.32,40854906.22,877239.77,626463.00,38891186.03,17087516.01,448541.12,39327.63,88113.97,0.00,549825.34,0.00,769616.21,759036.15,0.00,0.00,0.00,10580.06,1038333.71,168919.14,2567083.19,863988.45,0.00,12499608.47,10100221.41
Oct-23,28099657.29,28794457.41,-706167.54,67499.84,-3400.00,-52732.42,59886318.50,-31786661.20,45807379.74,72960640.30,9390923.05,283422.21,8825443.87,237470.28,4048.29,40538.39,43806680.13,-34415757.08,63569717.25,16748897.65,44302827.83,426204.55,239375.98,1852411.25,13922737.47,10382106.89,5387767.22,3016755.18,909.33,8425.07,514541.01,4028976.61,1529382.86,2499593.76,0.00,0.00,0.00,5867909.43,4693282.23,1174627.20,0.00,0.00,0.00,39750093.74,144125.67,37611851.70,425295.22,230950.91,1337870.24,73907037.03,2696981.44,3010346.55,-293619.77,-8980.32,-2118.53,-8646.50,23729969.13,4184704.49,18727107.56,377721.37,61435.60,379000.12,46234282.22,1068974.38,842895.80,44014295.96,20279186.31,467542.76,45118.99,94116.55,0.00,589352.57,0.00,1245804.25,1235173.62,0.00,0.00,0.00,10630.63,1055176.24,169129.43,3143283.71,1160759.55,0.00,12484327.39,9140584.25
Nov-23,11514676.03,11896937.57,-342002.44,68724.08,-2800.00,-106183.17,43562619.65,-32047943.61,60510924.06,85349397.00,25664280.91,16905964.51,8456860.06,256859.12,8768.55,35828.68,46026309.80,-20362028.88,59685116.08,14271069.14,42948693.57,427761.02,236879.08,1800713.28,13626541.32,10150155.63,5580604.65,2950461.87,909.33,8035.07,516979.41,3965350.58,1539156.01,2426194.57,0.00,0.00,0.00,3280038.54,2439601.37,840437.17,0.00,0.00,0.00,38813185.64,142156.12,36731599.95,426851.69,228844.01,1283733.86,72025600.09,3080140.65,3347716.33,-246781.05,-9096.35,-1936.98,-9761.31,23199544.08,3033686.91,19220039.15,410596.09,60452.56,474769.36,45063273.78,1239936.76,921294.41,42700695.18,18900869.54,514220.11,43779.26,103103.14,0.00,505318.59,0.00,682641.58,672002.71,0.00,0.00,0.00,10638.88,1030356.34,168926.34,3326402.25,898491.62,0.00,14934575.87,4479720.51
Dec-23,9338449.78,9255583.27,142172.36,48159.09,-600.00,-106864.94,49671038.77,-40332588.98,69914009.41,96086279.48,33547601.17,23525313.27,9710512.13,257472.77,15653.31,38649.69,56008045.07,-22460443.90,62538678.31,14352621.58,45694282.28,425851.39,245441.14,1820481.92,13787927.43,10191502.40,5201589.18,3038581.13,909.33,6589.65,550344.92,4200110.78,1558521.43,2641589.35,0.00,0.00,0.00,3179524.18,2458560.86,720963.32,0.00,0.00,0.00,41371115.93,144036.90,39293148.48,424942.06,238851.49,1270137.00,79252459.19,3433927.24,3653303.90,-198697.79,-10112.58,-1735.25,-8831.04,26688361.65,3821434.39,21830055.96,418339.05,63246.61,555285.64,48708833.11,1332855.13,1019745.53,46242254.93,20940374.52,553189.39,55508.05,104903.44,0.00,475630.22,0.00,421337.19,410689.24,0.00,0.00,0.00,10647.95,710545.91,170279.38,3515891.49,1015746.34,0.00,14668642.78,6091164.18
Jan-24,29739769.64,27882371.43,1812607.63,72940.10,-600.00,-27549.53,71136092.04,-41396322.40,64874830.80,99997638.73,23518053.15,12658127.75,10526364.75,268692.84,15633.78,49234.03,52768132.85,-29250079.70,76479585.58,14547838.65,60112148.87,433102.62,211824.05,1174671.39,14032471.00,10262521.06,5201589.18,3740033.67,902.34,8306.95,20706.98,4290030.91,1560889.72,2729141.19,0.00,0.00,0.00,3667138.19,2589011.78,1078126.41,0.00,0.00,0.00,54489945.49,135416.08,52564847.60,432200.29,203517.09,1153964.42,94614600.44,3281198.20,3650500.20,-345472.00,-14169.52,-1737.46,-7923.02,28274684.04,3720656.58,23589592.89,433777.46,48274.01,482383.11,62216126.61,1721259.01,1513862.10,59290119.48,34149575.21,587478.83,77473.75,99592.77,0.00,517676.51,0.00,842591.59,831925.14,0.00,0.00,0.00,10666.45,756980.71,395189.19,4564512.70,1826833.86,0.00,20846982.03,6732309.44
Feb-24,36056588.51,34272855.63,1671188.06,154453.47,-600.00,-41308.65,79973855.19,-43917266.68,61167195.52,99648710.97,18426607.20,6897176.19,11169321.41,284824.40,19774.75,55510.45,54272022.49,-35845415.29,81222103.76,14579666.69,64618978.96,461178.86,240035.06,1322244.19,14383444.77,10283039.74,5201589.18,4069500.68,886.21,8224.94,21793.19,4104743.94,1570632.23,2534111.70,0.00,0.00,0.00,3205403.69,2589937.24,615466.44,0.00,0.00,0.00,59528511.37,136057.47,57399900.14,460292.65,231810.12,1300450.99,97223784.02,3410644.39,3693578.23,-260023.81,-11480.20,-2410.77,-9019.07,27691933.45,5819563.64,20856139.21,453882.74,49947.24,512400.62,64532433.74,1992414.48,1759623.12,61158678.26,36437564.77,681277.76,130035.82,100040.69,0.00,600022.56,0.00,1588772.44,1578104.99,0.00,0.00,0.00,10667.45,817668.41,395279.30,4349061.89,1801697.63,0.00,22142119.84,8975688.38
Mar-24,25946086.92,22949592.60,2925839.69,111762.83,-600.00,-40508.20,70438915.67,-44492828.75,66240483.71,91480590.74,20053981.85,7176477.78,12507081.06,281511.61,22560.81,66350.59,54731566.22,-34677584.38,71426608.89,14597082.32,54748299.00,452823.83,261572.19,1366831.55,13175666.03,10285619.23,5201589.18,2859029.63,878.60,8477.51,21661.07,4095590.08,1580041.49,2511519.31,4029.28,0.00,0.00,3464416.49,2592818.57,871597.92,0.00,0.00,0.00,50690936.29,138603.03,48506152.14,447915.96,253094.68,1345170.48,92186570.63,3628160.97,3869335.26,-222117.16,-9747.81,-2020.20,-7289.13,28570658.60,6393908.27,21041787.51,471489.39,70620.88,592852.55,59746525.34,1807752.40,1575052.23,56562160.45,31033401.83,617989.00,71975.58,118421.28,0.00,640202.20,0.00,241225.72,230548.20,0.00,0.00,0.00,10677.52,846806.52,395619.00,3445244.29,1170905.56,0.00,10018859.22,9362672.44
Apr-24,28729353.04,23713684.50,4948360.72,106622.83,-600.00,-38715.01,74308415.99,-45579062.95,68266885.07,93080321.54,19982757.96,6615675.72,12942311.40,326093.47,24712.90,73964.46,56024346.40,-36041588.44,73097563.58,14656469.49,56265299.18,466193.76,261283.84,1448317.31,13247503.82,10233710.73,5201589.18,2945029.38,878.60,8752.55,59132.57,3519261.86,1589774.52,1925458.06,4029.28,0.00,0.00,4066882.74,2593804.97,1473077.77,0.00,0.00,0.00,52263915.15,239179.27,49921733.96,461285.89,252531.29,1389184.74,96996238.11,3602004.64,3922947.87,-296013.14,-12466.03,-2122.18,-10341.87,30128035.85,7101026.94,21859611.24,513844.59,73392.14,580160.94,63255512.34,2198824.10,1843370.33,59582526.15,33394461.73,688480.40,72148.67,117545.00,0.00,668136.70,0.00,10685.27,0.00,0.00,0.00,0.00,10685.27,1152533.24,395607.78,4040708.12,1051551.60,0.00,8023050.48,10149985.25
May-24,17519943.21,12784850.86,4614662.94,157685.23,-600.00,-36655.81,68724906.40,-51204963.19,81539558.09,100643283.04,25911306.97,12989819.96,12518716.58,298851.55,26264.04,77654.84,54559765.58,-28648458.61,74731976.07,14829583.31,57618042.54,501726.03,257972.52,1524651.67,13486238.24,10243314.80,5201589.18,3166627.69,878.60,9049.14,66368.02,4037960.04,1604411.99,2429518.77,4029.28,0.00,0.00,3469226.45,2595044.65,874181.80,0.00,0.00,0.00,53738551.33,386811.86,51147714.28,496818.16,248923.38,1458283.65,99059501.30,3710573.22,3965101.26,-233762.24,-8934.36,-2117.37,-9714.07,29727300.37,6589990.00,21924546.14,524754.52,69088.22,618921.49,65610926.96,2001941.56,1741231.13,62102680.69,35483997.48,707187.43,95614.82,113389.03,0.00,685728.26,0.00,10700.74,0.00,0.00,0.00,0.00,10700.74,1311927.73,395530.27,3829255.86,398885.41,0.00,4402766.24,8765359.43
Jun-24,23090881.89,18128760.28,4853340.37,142550.01,-600.00,-33168.77,70204614.05,-47113732.16,78370347.53,97124532.77,23932584.88,10200870.08,13322021.88,301659.63,27484.77,80548.52,51924860.09,-27992275.21,73191947.89,13688803.71,57144702.56,498202.65,266283.62,1593955.34,12540362.66,9243574.54,5201589.18,3231978.22,878.60,9159.25,54772.06,4294326.42,1609053.87,2681243.27,4029.28,0.00,0.00,3578367.62,2595895.06,982472.56,0.00,0.00,0.00,52778891.18,240280.25,50249008.50,493294.77,257124.37,1539183.29,101461229.42,3790570.28,4048729.81,-235639.42,-10838.21,-2115.59,-9566.30,33008174.10,6690995.89,25034772.98,533336.20,73067.12,676001.92,64651773.24,2263004.98,1816588.67,60890372.72,33686853.19,691189.84,94136.87,131932.68,0.00,675273.02,0.00,10711.80,0.00,0.00,0.00,0.00,10711.80,1356658.70,391716.96,3914958.90,306709.88,0.00,2722833.38,10061307.41
Jul-24,32393100.04,25430693.13,6840172.41,159635.62,-600.00,-36801.12,80971100.96,-48578000.92,73964993.22,95333872.43,19825050.41,6677158.38,12719729.04,317260.33,26273.74,84628.93,54751368.83,-34926318.42,75508822.02,13711969.38,59481137.15,516836.17,181081.41,1617797.90,12909938.81,9256539.58,5201589.18,3601945.42,863.70,5580.18,45009.93,4168172.40,1618582.46,2545560.66,4029.28,0.00,0.00,3637782.05,2598090.65,1039691.40,0.00,0.00,0.00,54792928.76,238756.68,52293939.68,511943.20,175501.23,1572787.97,106358093.27,3665891.91,4053763.93,-364889.83,-12767.83,-1745.29,-8469.08,31658201.51,7522934.42,22797048.60,563456.43,52469.11,722292.94,71023282.48,2917246.73,2419836.08,66501052.58,38722012.32,780533.88,101727.17,105110.25,0.00,719339.04,0.00,10717.37,0.00,0.00,0.00,0.00,10717.37,1251946.59,390623.69,4333850.09,323295.31,0.00,4776831.93,10292331.59
Aug-24,17175452.78,7382935.59,9640608.60,187507.95,-600.00,-34999.36,83666015.98,-66490563.20,89940301.79,113398531.59,38693827.79,24636846.94,13475316.44,462010.83,30726.00,88927.58,73658607.84,-34964780.05,74704703.80,13588639.39,58700162.79,597947.55,225569.00,1592385.07,12776261.80,9120903.01,5357652.75,3568830.32,8032.14,9057.16,69439.17,4144738.68,1628264.19,2512733.42,3741.08,0.00,0.00,3678666.48,2600817.55,1077848.93,0.00,0.00,0.00,54105036.85,238654.65,51540750.13,586174.34,216511.84,1522945.89,107115754.57,3870593.98,4144842.39,-254795.34,-11086.69,-1880.38,-6485.99,30853203.16,6758530.12,22741996.57,556050.11,60089.49,736536.87,72382547.93,2841449.07,2196424.81,67667919.16,39645758.72,1011421.42,116494.13,125954.48,0.00,735803.81,0.00,9409.49,0.00,0.00,0.00,0.00,9409.49,1078363.39,391944.39,4538766.76,280054.52,0.00,4669790.70,12499310.05
Sep-24,19498793.94,10151205.05,9229010.18,154178.06,-600.00,-34999.36,90169955.93,-70671161.99,89912360.91,115301488.41,39467247.32,23133557.34,15763065.50,450582.99,31113.91,88927.58,75974233.94,-36506986.62,75834241.09,13604472.28,59784719.98,619007.91,233655.85,1592385.07,13106554.67,9123218.38,5376840.89,3895700.38,8492.88,9703.86,69439.17,4073661.72,1637918.09,2432002.56,3741.08,0.00,0.00,3701898.44,2603395.37,1098503.07,0.00,0.00,0.00,54952126.25,239940.45,52358513.97,606773.95,223951.99,1522945.89,109411154.85,4016510.71,4311072.27,-270030.26,-16244.85,-1800.46,-6485.99,31842322.34,7368092.52,23109602.73,555080.48,73009.75,736536.87,73542912.31,2960863.48,2155092.72,68718979.55,40714312.35,986223.24,112785.27,141042.23,0.00,735803.81,0.00,9409.49,0.00,0.00,0.00,0.00,9409.49,1083256.05,391847.08,4761001.20,260317.59,0.00,6450312.03,12442393.55
